Test set: Epoch: 1, Average loss: 0.0328, Accuracy: 0.0667, Time consumed:1.58s
Test set: Epoch: 35, Average loss: 0.0164, Accuracy: 0.4970, Time consumed:1.74s
Test set: Epoch: 36, Average loss: 0.0159, Accuracy: 0.5083, Time consumed:1.64s
Test set: Epoch: 37, Average loss: 0.0165, Accuracy: 0.4944, Time consumed:1.67s
Test set: Epoch: 38, Average loss: 0.0168, Accuracy: 0.4786, Time consumed:1.70s
Test set: Epoch: 39, Average loss: 0.0170, Accuracy: 0.4813, Time consumed:1.71s
Test set: Epoch: 40, Average loss: 0.0158, Accuracy: 0.5141, Time consumed:1.68s
Test set: Epoch: 41, Average loss: 0.0159, Accuracy: 0.5140, Time consumed:1.60s
Test set: Epoch: 42, Average loss: 0.0159, Accuracy: 0.5129, Time consumed:1.64s
Test set: Epoch: 43, Average loss: 0.0166, Accuracy: 0.4871, Time consumed:1.79s
Test set: Epoch: 44, Average loss: 0.0160, Accuracy: 0.5027, Time consumed:1.71s
Test set: Epoch: 45, Average loss: 0.0157, Accuracy: 0.5302, Time consumed:1.60s
Test set: Epoch: 46, Average loss: 0.0171, Accuracy: 0.4666, Time consumed:1.66s
Test set: Epoch: 47, Average loss: 0.0160, Accuracy: 0.5001, Time consumed:1.63s
Test set: Epoch: 48, Average loss: 0.0166, Accuracy: 0.4845, Time consumed:1.59s
Test set: Epoch: 49, Average loss: 0.0172, Accuracy: 0.4872, Time consumed:1.62s
Test set: Epoch: 50, Average loss: 0.0161, Accuracy: 0.5084, Time consumed:1.60s
Test set: Epoch: 51, Average loss: 0.0159, Accuracy: 0.5205, Time consumed:1.63s
Test set: Epoch: 52, Average loss: 0.0165, Accuracy: 0.5017, Time consumed:1.67s
Test set: Epoch: 53, Average loss: 0.0165, Accuracy: 0.4832, Time consumed:1.66s
Test set: Epoch: 54, Average loss: 0.0189, Accuracy: 0.4251, Time consumed:1.76s
Test set: Epoch: 55, Average loss: 0.0163, Accuracy: 0.5019, Time consumed:1.68s
Test set: Epoch: 56, Average loss: 0.0184, Accuracy: 0.4451, Time consumed:1.64s
Test set: Epoch: 57, Average loss: 0.0159, Accuracy: 0.5064, Time consumed:1.58s
Test set: Epoch: 58, Average loss: 0.0165, Accuracy: 0.4932, Time consumed:1.72s
Test set: Epoch: 59, Average loss: 0.0161, Accuracy: 0.5091, Time consumed:1.65s
Test set: Epoch: 60, Average loss: 0.0110, Accuracy: 0.6780, Time consumed:1.65s
Test set: Epoch: 61, Average loss: 0.0108, Accuracy: 0.6802, Time consumed:1.75s
Test set: Epoch: 62, Average loss: 0.0108, Accuracy: 0.6855, Time consumed:1.65s
Test set: Epoch: 63, Average loss: 0.0109, Accuracy: 0.6827, Time consumed:1.68s
Test set: Epoch: 64, Average loss: 0.0108, Accuracy: 0.6899, Time consumed:1.55s
Test set: Epoch: 65, Average loss: 0.0110, Accuracy: 0.6811, Time consumed:1.66s
Test set: Epoch: 66, Average loss: 0.0109, Accuracy: 0.6782, Time consumed:1.65s
Test set: Epoch: 67, Average loss: 0.0111, Accuracy: 0.6785, Time consumed:1.84s
Test set: Epoch: 68, Average loss: 0.0109, Accuracy: 0.6851, Time consumed:1.64s
Test set: Epoch: 69, Average loss: 0.0114, Accuracy: 0.6639, Time consumed:1.70s
Test set: Epoch: 70, Average loss: 0.0110, Accuracy: 0.6792, Time consumed:1.67s
Test set: Epoch: 71, Average loss: 0.0107, Accuracy: 0.6856, Time consumed:1.58s
Test set: Epoch: 72, Average loss: 0.0116, Accuracy: 0.6682, Time consumed:1.62s
Test set: Epoch: 73, Average loss: 0.0121, Accuracy: 0.6493, Time consumed:1.72s
Test set: Epoch: 74, Average loss: 0.0112, Accuracy: 0.6721, Time consumed:1.59s
Test set: Epoch: 75, Average loss: 0.0108, Accuracy: 0.6832, Time consumed:1.62s
Test set: Epoch: 76, Average loss: 0.0111, Accuracy: 0.6757, Time consumed:1.62s
Test set: Epoch: 77, Average loss: 0.0116, Accuracy: 0.6575, Time consumed:1.66s
Test set: Epoch: 78, Average loss: 0.0112, Accuracy: 0.6722, Time consumed:1.64s
Test set: Epoch: 79, Average loss: 0.0113, Accuracy: 0.6740, Time consumed:1.65s
Test set: Epoch: 80, Average loss: 0.0109, Accuracy: 0.6852, Time consumed:1.76s
Test set: Epoch: 81, Average loss: 0.0120, Accuracy: 0.6532, Time consumed:1.57s
Test set: Epoch: 82, Average loss: 0.0112, Accuracy: 0.6827, Time consumed:1.66s
Test set: Epoch: 83, Average loss: 0.0115, Accuracy: 0.6635, Time consumed:1.69s
Test set: Epoch: 84, Average loss: 0.0114, Accuracy: 0.6685, Time consumed:1.67s
Test set: Epoch: 85, Average loss: 0.0112, Accuracy: 0.6750, Time consumed:1.65s
Test set: Epoch: 86, Average loss: 0.0109, Accuracy: 0.6735, Time consumed:1.62s
Test set: Epoch: 87, Average loss: 0.0112, Accuracy: 0.6716, Time consumed:1.71s
Test set: Epoch: 88, Average loss: 0.0113, Accuracy: 0.6705, Time consumed:1.65s
Test set: Epoch: 89, Average loss: 0.0116, Accuracy: 0.6647, Time consumed:1.60s
Test set: Epoch: 90, Average loss: 0.0111, Accuracy: 0.6742, Time consumed:1.67s
Test set: Epoch: 91, Average loss: 0.0113, Accuracy: 0.6701, Time consumed:1.59s
Test set: Epoch: 92, Average loss: 0.0114, Accuracy: 0.6607, Time consumed:1.57s
Test set: Epoch: 93, Average loss: 0.0114, Accuracy: 0.6617, Time consumed:1.64s
Test set: Epoch: 94, Average loss: 0.0112, Accuracy: 0.6718, Time consumed:1.68s
Test set: Epoch: 95, Average loss: 0.0117, Accuracy: 0.6588, Time consumed:1.72s
Test set: Epoch: 96, Average loss: 0.0115, Accuracy: 0.6641, Time consumed:1.80s
Test set: Epoch: 97, Average loss: 0.0114, Accuracy: 0.6758, Time consumed:1.68s
Test set: Epoch: 98, Average loss: 0.0114, Accuracy: 0.6675, Time consumed:1.62s
Test set: Epoch: 99, Average loss: 0.0117, Accuracy: 0.6666, Time consumed:1.63s
Test set: Epoch: 100, Average loss: 0.0118, Accuracy: 0.6597, Time consumed:1.65s
Test set: Epoch: 101, Average loss: 0.0111, Accuracy: 0.6751, Time consumed:1.60s
Test set: Epoch: 102, Average loss: 0.0117, Accuracy: 0.6611, Time consumed:1.68s
Test set: Epoch: 103, Average loss: 0.0114, Accuracy: 0.6646, Time consumed:1.64s
Test set: Epoch: 104, Average loss: 0.0117, Accuracy: 0.6646, Time consumed:1.83s
Test set: Epoch: 105, Average loss: 0.0109, Accuracy: 0.6854, Time consumed:1.60s
Test set: Epoch: 106, Average loss: 0.0116, Accuracy: 0.6703, Time consumed:1.69s
Test set: Epoch: 107, Average loss: 0.0116, Accuracy: 0.6737, Time consumed:1.72s
Test set: Epoch: 108, Average loss: 0.0117, Accuracy: 0.6591, Time consumed:1.72s
Test set: Epoch: 109, Average loss: 0.0118, Accuracy: 0.6583, Time consumed:1.71s
Test set: Epoch: 110, Average loss: 0.0110, Accuracy: 0.6772, Time consumed:1.71s
Test set: Epoch: 111, Average loss: 0.0111, Accuracy: 0.6690, Time consumed:1.61s
Test set: Epoch: 112, Average loss: 0.0112, Accuracy: 0.6753, Time consumed:1.57s
Test set: Epoch: 113, Average loss: 0.0117, Accuracy: 0.6572, Time consumed:1.71s
Test set: Epoch: 114, Average loss: 0.0122, Accuracy: 0.6459, Time consumed:1.67s
Test set: Epoch: 115, Average loss: 0.0112, Accuracy: 0.6794, Time consumed:1.78s
Test set: Epoch: 116, Average loss: 0.0114, Accuracy: 0.6709, Time consumed:1.89s
Test set: Epoch: 117, Average loss: 0.0119, Accuracy: 0.6535, Time consumed:1.61s
Test set: Epoch: 118, Average loss: 0.0116, Accuracy: 0.6680, Time consumed:1.61s
Test set: Epoch: 119, Average loss: 0.0112, Accuracy: 0.6791, Time consumed:1.71s
Test set: Epoch: 120, Average loss: 0.0095, Accuracy: 0.7401, Time consumed:1.72s
Test set: Epoch: 121, Average loss: 0.0094, Accuracy: 0.7398, Time consumed:1.72s
Test set: Epoch: 122, Average loss: 0.0095, Accuracy: 0.7468, Time consumed:1.72s
Test set: Epoch: 123, Average loss: 0.0093, Accuracy: 0.7439, Time consumed:1.68s
Test set: Epoch: 124, Average loss: 0.0095, Accuracy: 0.7420, Time consumed:1.59s
Test set: Epoch: 125, Average loss: 0.0095, Accuracy: 0.7442, Time consumed:1.65s
Test set: Epoch: 126, Average loss: 0.0096, Accuracy: 0.7422, Time consumed:1.64s
Test set: Epoch: 127, Average loss: 0.0095, Accuracy: 0.7493, Time consumed:1.59s
Test set: Epoch: 128, Average loss: 0.0096, Accuracy: 0.7439, Time consumed:1.69s
Test set: Epoch: 129, Average loss: 0.0096, Accuracy: 0.7498, Time consumed:1.60s
Test set: Epoch: 130, Average loss: 0.0097, Accuracy: 0.7468, Time consumed:1.58s
Test set: Epoch: 131, Average loss: 0.0096, Accuracy: 0.7514, Time consumed:1.64s
Test set: Epoch: 132, Average loss: 0.0097, Accuracy: 0.7443, Time consumed:1.59s
Test set: Epoch: 133, Average loss: 0.0098, Accuracy: 0.7423, Time consumed:1.64s
Test set: Epoch: 134, Average loss: 0.0097, Accuracy: 0.7509, Time consumed:1.68s
Test set: Epoch: 135, Average loss: 0.0097, Accuracy: 0.7474, Time consumed:1.77s
Test set: Epoch: 136, Average loss: 0.0099, Accuracy: 0.7420, Time consumed:1.67s
Test set: Epoch: 137, Average loss: 0.0098, Accuracy: 0.7469, Time consumed:1.70s
Test set: Epoch: 138, Average loss: 0.0098, Accuracy: 0.7420, Time consumed:1.68s
Test set: Epoch: 139, Average loss: 0.0099, Accuracy: 0.7419, Time consumed:1.78s
Test set: Epoch: 140, Average loss: 0.0100, Accuracy: 0.7392, Time consumed:1.68s
Test set: Epoch: 141, Average loss: 0.0098, Accuracy: 0.7461, Time consumed:1.65s
Test set: Epoch: 142, Average loss: 0.0101, Accuracy: 0.7440, Time consumed:1.67s
Test set: Epoch: 143, Average loss: 0.0098, Accuracy: 0.7414, Time consumed:1.59s
Test set: Epoch: 144, Average loss: 0.0099, Accuracy: 0.7390, Time consumed:1.75s
Test set: Epoch: 145, Average loss: 0.0099, Accuracy: 0.7408, Time consumed:1.78s
Test set: Epoch: 146, Average loss: 0.0100, Accuracy: 0.7414, Time consumed:1.70s
Test set: Epoch: 147, Average loss: 0.0101, Accuracy: 0.7440, Time consumed:1.63s
Test set: Epoch: 148, Average loss: 0.0100, Accuracy: 0.7372, Time consumed:1.71s
Test set: Epoch: 149, Average loss: 0.0100, Accuracy: 0.7396, Time consumed:1.75s
Test set: Epoch: 150, Average loss: 0.0101, Accuracy: 0.7361, Time consumed:1.69s
Test set: Epoch: 151, Average loss: 0.0101, Accuracy: 0.7413, Time consumed:1.71s
Test set: Epoch: 152, Average loss: 0.0102, Accuracy: 0.7412, Time consumed:1.61s
Test set: Epoch: 153, Average loss: 0.0099, Accuracy: 0.7421, Time consumed:1.66s
Test set: Epoch: 154, Average loss: 0.0101, Accuracy: 0.7344, Time consumed:1.65s
Test set: Epoch: 155, Average loss: 0.0100, Accuracy: 0.7459, Time consumed:1.67s
Test set: Epoch: 156, Average loss: 0.0100, Accuracy: 0.7411, Time consumed:1.72s
Test set: Epoch: 157, Average loss: 0.0101, Accuracy: 0.7410, Time consumed:1.67s
Test set: Epoch: 158, Average loss: 0.0102, Accuracy: 0.7408, Time consumed:1.59s
Test set: Epoch: 159, Average loss: 0.0102, Accuracy: 0.7364, Time consumed:1.72s
Test set: Epoch: 160, Average loss: 0.0098, Accuracy: 0.7560, Time consumed:1.56s
Test set: Epoch: 161, Average loss: 0.0097, Accuracy: 0.7550, Time consumed:1.58s
Test set: Epoch: 162, Average loss: 0.0098, Accuracy: 0.7573, Time consumed:1.69s
Test set: Epoch: 163, Average loss: 0.0098, Accuracy: 0.7590, Time consumed:1.79s
Test set: Epoch: 164, Average loss: 0.0098, Accuracy: 0.7586, Time consumed:1.81s
Test set: Epoch: 165, Average loss: 0.0098, Accuracy: 0.7557, Time consumed:1.71s
Test set: Epoch: 166, Average loss: 0.0099, Accuracy: 0.7606, Time consumed:1.61s
Test set: Epoch: 167, Average loss: 0.0098, Accuracy: 0.7600, Time consumed:1.63s
Test set: Epoch: 168, Average loss: 0.0097, Accuracy: 0.7590, Time consumed:1.59s
Test set: Epoch: 169, Average loss: 0.0097, Accuracy: 0.7602, Time consumed:1.64s
Test set: Epoch: 170, Average loss: 0.0098, Accuracy: 0.7602, Time consumed:1.66s
Test set: Epoch: 171, Average loss: 0.0099, Accuracy: 0.7610, Time consumed:1.77s
Test set: Epoch: 172, Average loss: 0.0099, Accuracy: 0.7594, Time consumed:1.61s
Test set: Epoch: 173, Average loss: 0.0099, Accuracy: 0.7615, Time consumed:1.59s
Test set: Epoch: 174, Average loss: 0.0100, Accuracy: 0.7579, Time consumed:1.77s
Test set: Epoch: 175, Average loss: 0.0099, Accuracy: 0.7594, Time consumed:1.59s
Test set: Epoch: 176, Average loss: 0.0099, Accuracy: 0.7599, Time consumed:1.64s
Test set: Epoch: 177, Average loss: 0.0098, Accuracy: 0.7595, Time consumed:1.60s
Test set: Epoch: 178, Average loss: 0.0099, Accuracy: 0.7581, Time consumed:1.61s
Test set: Epoch: 179, Average loss: 0.0100, Accuracy: 0.7576, Time consumed:1.65s
Test set: Epoch: 180, Average loss: 0.0099, Accuracy: 0.7617, Time consumed:1.64s
Test set: Epoch: 181, Average loss: 0.0100, Accuracy: 0.7587, Time consumed:1.72s
Test set: Epoch: 182, Average loss: 0.0100, Accuracy: 0.7583, Time consumed:1.63s
Test set: Epoch: 183, Average loss: 0.0099, Accuracy: 0.7598, Time consumed:1.64s
Test set: Epoch: 184, Average loss: 0.0099, Accuracy: 0.7600, Time consumed:1.69s
Test set: Epoch: 185, Average loss: 0.0099, Accuracy: 0.7590, Time consumed:1.68s
Test set: Epoch: 186, Average loss: 0.0099, Accuracy: 0.7591, Time consumed:1.67s
Test set: Epoch: 187, Average loss: 0.0100, Accuracy: 0.7577, Time consumed:1.74s
Test set: Epoch: 188, Average loss: 0.0099, Accuracy: 0.7596, Time consumed:1.56s
Test set: Epoch: 189, Average loss: 0.0100, Accuracy: 0.7620, Time consumed:1.63s
Test set: Epoch: 190, Average loss: 0.0099, Accuracy: 0.7621, Time consumed:1.60s
Test set: Epoch: 191, Average loss: 0.0098, Accuracy: 0.7618, Time consumed:1.62s
Test set: Epoch: 192, Average loss: 0.0099, Accuracy: 0.7604, Time consumed:1.67s
Test set: Epoch: 193, Average loss: 0.0100, Accuracy: 0.7587, Time consumed:1.63s
Test set: Epoch: 194, Average loss: 0.0099, Accuracy: 0.7593, Time consumed:1.73s
Test set: Epoch: 195, Average loss: 0.0100, Accuracy: 0.7584, Time consumed:1.61s
Test set: Epoch: 196, Average loss: 0.0100, Accuracy: 0.7586, Time consumed:1.78s
Test set: Epoch: 197, Average loss: 0.0100, Accuracy: 0.7579, Time consumed:1.70s
Test set: Epoch: 198, Average loss: 0.0101, Accuracy: 0.7589, Time consumed:1.73s
Test set: Epoch: 199, Average loss: 0.0099, Accuracy: 0.7594, Time consumed:1.65s
Test set: Epoch: 200, Average loss: 0.0099, Accuracy: 0.7610, Time consumed:1.70s
