Test set: Epoch: 1, Average loss: 0.0348, Accuracy: 0.0245, Time consumed:2.03s
Test set: Epoch: 96, Average loss: 0.0220, Accuracy: 0.3940, Time consumed:2.05s
Test set: Epoch: 97, Average loss: 0.0212, Accuracy: 0.4257, Time consumed:2.08s
Test set: Epoch: 98, Average loss: 0.0212, Accuracy: 0.4125, Time consumed:2.09s
Test set: Epoch: 99, Average loss: 0.0203, Accuracy: 0.4424, Time consumed:2.00s
Test set: Epoch: 100, Average loss: 0.0205, Accuracy: 0.4434, Time consumed:2.12s
Test set: Epoch: 101, Average loss: 0.0207, Accuracy: 0.4301, Time consumed:2.07s
Test set: Epoch: 102, Average loss: 0.0205, Accuracy: 0.4395, Time consumed:2.06s
Test set: Epoch: 103, Average loss: 0.0204, Accuracy: 0.4421, Time consumed:1.96s
Test set: Epoch: 104, Average loss: 0.0210, Accuracy: 0.4203, Time consumed:2.04s
Test set: Epoch: 105, Average loss: 0.0206, Accuracy: 0.4399, Time consumed:2.02s
Test set: Epoch: 106, Average loss: 0.0218, Accuracy: 0.4059, Time consumed:2.04s
Test set: Epoch: 107, Average loss: 0.0204, Accuracy: 0.4474, Time consumed:2.03s
Test set: Epoch: 108, Average loss: 0.0203, Accuracy: 0.4562, Time consumed:2.06s
Test set: Epoch: 109, Average loss: 0.0206, Accuracy: 0.4380, Time consumed:2.04s
Test set: Epoch: 110, Average loss: 0.0202, Accuracy: 0.4538, Time consumed:2.11s
Test set: Epoch: 111, Average loss: 0.0198, Accuracy: 0.4673, Time consumed:2.08s
Test set: Epoch: 112, Average loss: 0.0201, Accuracy: 0.4536, Time consumed:2.10s
Test set: Epoch: 113, Average loss: 0.0205, Accuracy: 0.4409, Time consumed:2.15s
Test set: Epoch: 114, Average loss: 0.0202, Accuracy: 0.4682, Time consumed:2.15s
Test set: Epoch: 115, Average loss: 0.0199, Accuracy: 0.4686, Time consumed:2.23s
Test set: Epoch: 116, Average loss: 0.0207, Accuracy: 0.4450, Time consumed:2.02s
Test set: Epoch: 117, Average loss: 0.0192, Accuracy: 0.4801, Time consumed:2.20s
Test set: Epoch: 118, Average loss: 0.0206, Accuracy: 0.4437, Time consumed:1.99s
Test set: Epoch: 119, Average loss: 0.0197, Accuracy: 0.4758, Time consumed:2.10s
Test set: Epoch: 120, Average loss: 0.0169, Accuracy: 0.5720, Time consumed:2.04s
Test set: Epoch: 121, Average loss: 0.0167, Accuracy: 0.5735, Time consumed:2.04s
Test set: Epoch: 122, Average loss: 0.0164, Accuracy: 0.5794, Time consumed:2.03s
Test set: Epoch: 123, Average loss: 0.0164, Accuracy: 0.5845, Time consumed:2.20s
Test set: Epoch: 124, Average loss: 0.0164, Accuracy: 0.5909, Time consumed:2.13s
Test set: Epoch: 125, Average loss: 0.0164, Accuracy: 0.5912, Time consumed:2.08s
Test set: Epoch: 126, Average loss: 0.0164, Accuracy: 0.5902, Time consumed:2.24s
Test set: Epoch: 127, Average loss: 0.0162, Accuracy: 0.5934, Time consumed:2.24s
Test set: Epoch: 128, Average loss: 0.0161, Accuracy: 0.5959, Time consumed:1.96s
Test set: Epoch: 129, Average loss: 0.0161, Accuracy: 0.6020, Time consumed:2.11s
Test set: Epoch: 130, Average loss: 0.0160, Accuracy: 0.5996, Time consumed:1.97s
Test set: Epoch: 131, Average loss: 0.0162, Accuracy: 0.5988, Time consumed:2.18s
Test set: Epoch: 132, Average loss: 0.0160, Accuracy: 0.6012, Time consumed:1.91s
Test set: Epoch: 133, Average loss: 0.0160, Accuracy: 0.5998, Time consumed:2.13s
Test set: Epoch: 134, Average loss: 0.0162, Accuracy: 0.5984, Time consumed:2.07s
Test set: Epoch: 135, Average loss: 0.0161, Accuracy: 0.6042, Time consumed:2.11s
Test set: Epoch: 136, Average loss: 0.0158, Accuracy: 0.6093, Time consumed:2.02s
Test set: Epoch: 137, Average loss: 0.0160, Accuracy: 0.6042, Time consumed:1.98s
Test set: Epoch: 138, Average loss: 0.0160, Accuracy: 0.6030, Time consumed:1.91s
Test set: Epoch: 139, Average loss: 0.0160, Accuracy: 0.6030, Time consumed:2.02s
Test set: Epoch: 140, Average loss: 0.0159, Accuracy: 0.6084, Time consumed:2.00s
Test set: Epoch: 141, Average loss: 0.0160, Accuracy: 0.6074, Time consumed:2.12s
Test set: Epoch: 142, Average loss: 0.0160, Accuracy: 0.6031, Time consumed:2.03s
Test set: Epoch: 143, Average loss: 0.0160, Accuracy: 0.6078, Time consumed:2.08s
Test set: Epoch: 144, Average loss: 0.0160, Accuracy: 0.6078, Time consumed:2.00s
Test set: Epoch: 145, Average loss: 0.0160, Accuracy: 0.6120, Time consumed:2.14s
Test set: Epoch: 146, Average loss: 0.0159, Accuracy: 0.6079, Time consumed:2.02s
Test set: Epoch: 147, Average loss: 0.0159, Accuracy: 0.6131, Time consumed:2.00s
Test set: Epoch: 148, Average loss: 0.0160, Accuracy: 0.6047, Time consumed:2.18s
Test set: Epoch: 149, Average loss: 0.0158, Accuracy: 0.6158, Time consumed:2.10s
Test set: Epoch: 150, Average loss: 0.0159, Accuracy: 0.6080, Time consumed:1.96s
Test set: Epoch: 151, Average loss: 0.0158, Accuracy: 0.6143, Time consumed:2.00s
Test set: Epoch: 152, Average loss: 0.0160, Accuracy: 0.6089, Time consumed:2.23s
Test set: Epoch: 153, Average loss: 0.0158, Accuracy: 0.6105, Time consumed:2.03s
Test set: Epoch: 154, Average loss: 0.0160, Accuracy: 0.6142, Time consumed:2.10s
Test set: Epoch: 155, Average loss: 0.0160, Accuracy: 0.6120, Time consumed:2.03s
Test set: Epoch: 156, Average loss: 0.0161, Accuracy: 0.6100, Time consumed:1.95s
Test set: Epoch: 157, Average loss: 0.0158, Accuracy: 0.6152, Time consumed:1.96s
Test set: Epoch: 158, Average loss: 0.0161, Accuracy: 0.6054, Time consumed:2.00s
Test set: Epoch: 159, Average loss: 0.0160, Accuracy: 0.6070, Time consumed:2.03s
Test set: Epoch: 160, Average loss: 0.0149, Accuracy: 0.6502, Time consumed:2.03s
Test set: Epoch: 161, Average loss: 0.0148, Accuracy: 0.6532, Time consumed:2.15s
Test set: Epoch: 162, Average loss: 0.0147, Accuracy: 0.6537, Time consumed:2.04s
Test set: Epoch: 163, Average loss: 0.0147, Accuracy: 0.6515, Time consumed:2.02s
Test set: Epoch: 164, Average loss: 0.0147, Accuracy: 0.6533, Time consumed:2.05s
Test set: Epoch: 165, Average loss: 0.0147, Accuracy: 0.6549, Time consumed:2.02s
Test set: Epoch: 166, Average loss: 0.0147, Accuracy: 0.6546, Time consumed:2.05s
Test set: Epoch: 167, Average loss: 0.0145, Accuracy: 0.6575, Time consumed:1.92s
Test set: Epoch: 168, Average loss: 0.0146, Accuracy: 0.6596, Time consumed:1.96s
Test set: Epoch: 169, Average loss: 0.0146, Accuracy: 0.6580, Time consumed:1.99s
Test set: Epoch: 170, Average loss: 0.0147, Accuracy: 0.6587, Time consumed:2.11s
Test set: Epoch: 171, Average loss: 0.0146, Accuracy: 0.6565, Time consumed:2.15s
Test set: Epoch: 172, Average loss: 0.0145, Accuracy: 0.6571, Time consumed:2.17s
Test set: Epoch: 173, Average loss: 0.0145, Accuracy: 0.6594, Time consumed:2.09s
Test set: Epoch: 174, Average loss: 0.0146, Accuracy: 0.6612, Time consumed:1.98s
Test set: Epoch: 175, Average loss: 0.0146, Accuracy: 0.6644, Time consumed:2.08s
Test set: Epoch: 176, Average loss: 0.0145, Accuracy: 0.6627, Time consumed:1.95s
Test set: Epoch: 177, Average loss: 0.0146, Accuracy: 0.6619, Time consumed:2.13s
Test set: Epoch: 178, Average loss: 0.0146, Accuracy: 0.6593, Time consumed:1.98s
Test set: Epoch: 179, Average loss: 0.0146, Accuracy: 0.6600, Time consumed:2.09s
Test set: Epoch: 180, Average loss: 0.0145, Accuracy: 0.6587, Time consumed:2.25s
Test set: Epoch: 181, Average loss: 0.0145, Accuracy: 0.6629, Time consumed:2.15s
Test set: Epoch: 182, Average loss: 0.0147, Accuracy: 0.6574, Time consumed:2.05s
Test set: Epoch: 183, Average loss: 0.0147, Accuracy: 0.6625, Time consumed:2.13s
Test set: Epoch: 184, Average loss: 0.0146, Accuracy: 0.6597, Time consumed:2.12s
Test set: Epoch: 185, Average loss: 0.0146, Accuracy: 0.6587, Time consumed:2.17s
Test set: Epoch: 186, Average loss: 0.0145, Accuracy: 0.6620, Time consumed:2.15s
Test set: Epoch: 187, Average loss: 0.0146, Accuracy: 0.6603, Time consumed:2.19s
Test set: Epoch: 188, Average loss: 0.0146, Accuracy: 0.6636, Time consumed:2.12s
Test set: Epoch: 189, Average loss: 0.0145, Accuracy: 0.6680, Time consumed:1.95s
Test set: Epoch: 190, Average loss: 0.0147, Accuracy: 0.6627, Time consumed:2.08s
Test set: Epoch: 191, Average loss: 0.0146, Accuracy: 0.6575, Time consumed:2.03s
Test set: Epoch: 192, Average loss: 0.0146, Accuracy: 0.6599, Time consumed:2.04s
Test set: Epoch: 193, Average loss: 0.0148, Accuracy: 0.6550, Time consumed:2.12s
Test set: Epoch: 194, Average loss: 0.0147, Accuracy: 0.6573, Time consumed:1.90s
Test set: Epoch: 195, Average loss: 0.0146, Accuracy: 0.6603, Time consumed:1.96s
Test set: Epoch: 196, Average loss: 0.0146, Accuracy: 0.6657, Time consumed:2.05s
Test set: Epoch: 197, Average loss: 0.0146, Accuracy: 0.6592, Time consumed:1.96s
Test set: Epoch: 198, Average loss: 0.0146, Accuracy: 0.6650, Time consumed:2.16s
Test set: Epoch: 199, Average loss: 0.0146, Accuracy: 0.6677, Time consumed:2.21s
Test set: Epoch: 200, Average loss: 0.0146, Accuracy: 0.6630, Time consumed:2.03s
