Test set: Epoch: 1, Average loss: 0.0294, Accuracy: 0.1331, Time consumed:1.61s
Test set: Epoch: 71, Average loss: 0.0094, Accuracy: 0.6944, Time consumed:1.74s
Test set: Epoch: 72, Average loss: 0.0091, Accuracy: 0.7040, Time consumed:1.73s
Test set: Epoch: 73, Average loss: 0.0090, Accuracy: 0.7020, Time consumed:1.64s
Test set: Epoch: 74, Average loss: 0.0094, Accuracy: 0.6935, Time consumed:1.62s
Test set: Epoch: 75, Average loss: 0.0097, Accuracy: 0.6840, Time consumed:1.64s
Test set: Epoch: 76, Average loss: 0.0092, Accuracy: 0.6973, Time consumed:1.69s
Test set: Epoch: 77, Average loss: 0.0095, Accuracy: 0.6913, Time consumed:1.63s
Test set: Epoch: 78, Average loss: 0.0096, Accuracy: 0.6851, Time consumed:1.57s
Test set: Epoch: 79, Average loss: 0.0096, Accuracy: 0.6872, Time consumed:1.61s
Test set: Epoch: 80, Average loss: 0.0096, Accuracy: 0.6899, Time consumed:1.65s
Test set: Epoch: 81, Average loss: 0.0099, Accuracy: 0.6776, Time consumed:1.65s
Test set: Epoch: 82, Average loss: 0.0097, Accuracy: 0.6878, Time consumed:1.90s
Test set: Epoch: 83, Average loss: 0.0097, Accuracy: 0.6928, Time consumed:1.63s
Test set: Epoch: 84, Average loss: 0.0101, Accuracy: 0.6765, Time consumed:1.72s
Test set: Epoch: 85, Average loss: 0.0097, Accuracy: 0.6853, Time consumed:1.65s
Test set: Epoch: 86, Average loss: 0.0102, Accuracy: 0.6714, Time consumed:1.71s
Test set: Epoch: 87, Average loss: 0.0103, Accuracy: 0.6650, Time consumed:1.65s
Test set: Epoch: 88, Average loss: 0.0098, Accuracy: 0.6852, Time consumed:1.66s
Test set: Epoch: 89, Average loss: 0.0102, Accuracy: 0.6728, Time consumed:1.62s
Test set: Epoch: 90, Average loss: 0.0103, Accuracy: 0.6691, Time consumed:1.61s
Test set: Epoch: 91, Average loss: 0.0101, Accuracy: 0.6792, Time consumed:1.52s
Test set: Epoch: 92, Average loss: 0.0100, Accuracy: 0.6754, Time consumed:1.64s
Test set: Epoch: 93, Average loss: 0.0098, Accuracy: 0.6845, Time consumed:1.68s
Test set: Epoch: 94, Average loss: 0.0098, Accuracy: 0.6878, Time consumed:1.65s
Test set: Epoch: 95, Average loss: 0.0096, Accuracy: 0.6896, Time consumed:1.60s
Test set: Epoch: 96, Average loss: 0.0099, Accuracy: 0.6809, Time consumed:1.81s
Test set: Epoch: 97, Average loss: 0.0104, Accuracy: 0.6726, Time consumed:1.57s
Test set: Epoch: 98, Average loss: 0.0098, Accuracy: 0.6875, Time consumed:1.64s
Test set: Epoch: 99, Average loss: 0.0094, Accuracy: 0.6941, Time consumed:1.65s
Test set: Epoch: 100, Average loss: 0.0104, Accuracy: 0.6739, Time consumed:1.61s
Test set: Epoch: 101, Average loss: 0.0102, Accuracy: 0.6749, Time consumed:1.72s
Test set: Epoch: 102, Average loss: 0.0101, Accuracy: 0.6836, Time consumed:1.80s
Test set: Epoch: 103, Average loss: 0.0101, Accuracy: 0.6753, Time consumed:1.64s
Test set: Epoch: 104, Average loss: 0.0101, Accuracy: 0.6814, Time consumed:1.66s
Test set: Epoch: 105, Average loss: 0.0097, Accuracy: 0.6854, Time consumed:1.66s
Test set: Epoch: 106, Average loss: 0.0102, Accuracy: 0.6756, Time consumed:1.63s
Test set: Epoch: 107, Average loss: 0.0101, Accuracy: 0.6795, Time consumed:1.67s
Test set: Epoch: 108, Average loss: 0.0104, Accuracy: 0.6775, Time consumed:1.65s
Test set: Epoch: 109, Average loss: 0.0100, Accuracy: 0.6794, Time consumed:1.72s
Test set: Epoch: 110, Average loss: 0.0102, Accuracy: 0.6764, Time consumed:1.90s
Test set: Epoch: 111, Average loss: 0.0102, Accuracy: 0.6770, Time consumed:1.96s
Test set: Epoch: 112, Average loss: 0.0100, Accuracy: 0.6835, Time consumed:1.70s
Test set: Epoch: 113, Average loss: 0.0102, Accuracy: 0.6774, Time consumed:1.57s
Test set: Epoch: 114, Average loss: 0.0105, Accuracy: 0.6749, Time consumed:1.62s
Test set: Epoch: 115, Average loss: 0.0100, Accuracy: 0.6813, Time consumed:1.64s
Test set: Epoch: 116, Average loss: 0.0100, Accuracy: 0.6866, Time consumed:1.77s
Test set: Epoch: 117, Average loss: 0.0104, Accuracy: 0.6732, Time consumed:1.80s
Test set: Epoch: 118, Average loss: 0.0098, Accuracy: 0.6824, Time consumed:1.69s
Test set: Epoch: 119, Average loss: 0.0100, Accuracy: 0.6812, Time consumed:1.87s
Test set: Epoch: 120, Average loss: 0.0083, Accuracy: 0.7444, Time consumed:1.80s
Test set: Epoch: 121, Average loss: 0.0081, Accuracy: 0.7475, Time consumed:1.73s
Test set: Epoch: 122, Average loss: 0.0081, Accuracy: 0.7509, Time consumed:1.68s
Test set: Epoch: 123, Average loss: 0.0083, Accuracy: 0.7483, Time consumed:1.70s
Test set: Epoch: 124, Average loss: 0.0083, Accuracy: 0.7486, Time consumed:1.69s
Test set: Epoch: 125, Average loss: 0.0084, Accuracy: 0.7490, Time consumed:1.70s
Test set: Epoch: 126, Average loss: 0.0083, Accuracy: 0.7479, Time consumed:1.63s
Test set: Epoch: 127, Average loss: 0.0085, Accuracy: 0.7486, Time consumed:1.84s
Test set: Epoch: 128, Average loss: 0.0085, Accuracy: 0.7485, Time consumed:1.80s
Test set: Epoch: 129, Average loss: 0.0084, Accuracy: 0.7497, Time consumed:1.84s
Test set: Epoch: 130, Average loss: 0.0085, Accuracy: 0.7461, Time consumed:1.70s
Test set: Epoch: 131, Average loss: 0.0084, Accuracy: 0.7514, Time consumed:1.69s
Test set: Epoch: 132, Average loss: 0.0085, Accuracy: 0.7487, Time consumed:1.66s
Test set: Epoch: 133, Average loss: 0.0085, Accuracy: 0.7471, Time consumed:1.76s
Test set: Epoch: 134, Average loss: 0.0085, Accuracy: 0.7495, Time consumed:1.64s
Test set: Epoch: 135, Average loss: 0.0084, Accuracy: 0.7494, Time consumed:1.76s
Test set: Epoch: 136, Average loss: 0.0085, Accuracy: 0.7520, Time consumed:1.67s
Test set: Epoch: 137, Average loss: 0.0084, Accuracy: 0.7544, Time consumed:1.70s
Test set: Epoch: 138, Average loss: 0.0086, Accuracy: 0.7508, Time consumed:1.62s
Test set: Epoch: 139, Average loss: 0.0086, Accuracy: 0.7506, Time consumed:1.66s
Test set: Epoch: 140, Average loss: 0.0085, Accuracy: 0.7535, Time consumed:1.62s
Test set: Epoch: 141, Average loss: 0.0085, Accuracy: 0.7518, Time consumed:1.82s
Test set: Epoch: 142, Average loss: 0.0085, Accuracy: 0.7483, Time consumed:1.61s
Test set: Epoch: 143, Average loss: 0.0086, Accuracy: 0.7499, Time consumed:1.66s
Test set: Epoch: 144, Average loss: 0.0086, Accuracy: 0.7482, Time consumed:1.64s
Test set: Epoch: 145, Average loss: 0.0085, Accuracy: 0.7506, Time consumed:1.63s
Test set: Epoch: 146, Average loss: 0.0086, Accuracy: 0.7481, Time consumed:1.64s
Test set: Epoch: 147, Average loss: 0.0085, Accuracy: 0.7482, Time consumed:1.71s
Test set: Epoch: 148, Average loss: 0.0085, Accuracy: 0.7491, Time consumed:1.64s
Test set: Epoch: 149, Average loss: 0.0086, Accuracy: 0.7504, Time consumed:1.56s
Test set: Epoch: 150, Average loss: 0.0086, Accuracy: 0.7536, Time consumed:1.71s
Test set: Epoch: 151, Average loss: 0.0086, Accuracy: 0.7492, Time consumed:1.55s
Test set: Epoch: 152, Average loss: 0.0087, Accuracy: 0.7476, Time consumed:1.68s
Test set: Epoch: 153, Average loss: 0.0086, Accuracy: 0.7537, Time consumed:1.71s
Test set: Epoch: 154, Average loss: 0.0086, Accuracy: 0.7525, Time consumed:2.05s
Test set: Epoch: 155, Average loss: 0.0087, Accuracy: 0.7476, Time consumed:2.00s
Test set: Epoch: 156, Average loss: 0.0086, Accuracy: 0.7477, Time consumed:1.91s
Test set: Epoch: 157, Average loss: 0.0086, Accuracy: 0.7516, Time consumed:1.68s
Test set: Epoch: 158, Average loss: 0.0089, Accuracy: 0.7470, Time consumed:1.68s
Test set: Epoch: 159, Average loss: 0.0086, Accuracy: 0.7496, Time consumed:1.62s
Test set: Epoch: 160, Average loss: 0.0085, Accuracy: 0.7617, Time consumed:1.65s
Test set: Epoch: 161, Average loss: 0.0085, Accuracy: 0.7603, Time consumed:1.85s
Test set: Epoch: 162, Average loss: 0.0085, Accuracy: 0.7602, Time consumed:1.77s
Test set: Epoch: 163, Average loss: 0.0086, Accuracy: 0.7592, Time consumed:1.80s
Test set: Epoch: 164, Average loss: 0.0086, Accuracy: 0.7640, Time consumed:1.83s
Test set: Epoch: 165, Average loss: 0.0085, Accuracy: 0.7626, Time consumed:1.64s
Test set: Epoch: 166, Average loss: 0.0085, Accuracy: 0.7651, Time consumed:1.66s
Test set: Epoch: 167, Average loss: 0.0085, Accuracy: 0.7622, Time consumed:1.88s
Test set: Epoch: 168, Average loss: 0.0086, Accuracy: 0.7616, Time consumed:1.77s
Test set: Epoch: 169, Average loss: 0.0086, Accuracy: 0.7617, Time consumed:1.79s
Test set: Epoch: 170, Average loss: 0.0085, Accuracy: 0.7608, Time consumed:1.80s
Test set: Epoch: 171, Average loss: 0.0086, Accuracy: 0.7618, Time consumed:1.86s
Test set: Epoch: 172, Average loss: 0.0086, Accuracy: 0.7598, Time consumed:1.62s
Test set: Epoch: 173, Average loss: 0.0086, Accuracy: 0.7597, Time consumed:1.63s
Test set: Epoch: 174, Average loss: 0.0086, Accuracy: 0.7595, Time consumed:1.72s
Test set: Epoch: 175, Average loss: 0.0086, Accuracy: 0.7624, Time consumed:1.82s
Test set: Epoch: 176, Average loss: 0.0086, Accuracy: 0.7611, Time consumed:1.85s
Test set: Epoch: 177, Average loss: 0.0086, Accuracy: 0.7611, Time consumed:1.90s
Test set: Epoch: 178, Average loss: 0.0086, Accuracy: 0.7628, Time consumed:1.75s
Test set: Epoch: 179, Average loss: 0.0086, Accuracy: 0.7607, Time consumed:1.85s
Test set: Epoch: 180, Average loss: 0.0087, Accuracy: 0.7606, Time consumed:1.71s
Test set: Epoch: 181, Average loss: 0.0086, Accuracy: 0.7630, Time consumed:1.78s
Test set: Epoch: 182, Average loss: 0.0086, Accuracy: 0.7629, Time consumed:1.87s
Test set: Epoch: 183, Average loss: 0.0086, Accuracy: 0.7604, Time consumed:1.70s
Test set: Epoch: 184, Average loss: 0.0086, Accuracy: 0.7603, Time consumed:1.94s
Test set: Epoch: 185, Average loss: 0.0087, Accuracy: 0.7613, Time consumed:1.80s
Test set: Epoch: 186, Average loss: 0.0087, Accuracy: 0.7607, Time consumed:1.78s
Test set: Epoch: 187, Average loss: 0.0086, Accuracy: 0.7589, Time consumed:1.66s
Test set: Epoch: 188, Average loss: 0.0087, Accuracy: 0.7611, Time consumed:1.70s
Test set: Epoch: 189, Average loss: 0.0087, Accuracy: 0.7596, Time consumed:1.90s
Test set: Epoch: 190, Average loss: 0.0088, Accuracy: 0.7609, Time consumed:1.76s
Test set: Epoch: 191, Average loss: 0.0087, Accuracy: 0.7600, Time consumed:1.63s
Test set: Epoch: 192, Average loss: 0.0086, Accuracy: 0.7623, Time consumed:1.66s
Test set: Epoch: 193, Average loss: 0.0087, Accuracy: 0.7633, Time consumed:1.77s
Test set: Epoch: 194, Average loss: 0.0088, Accuracy: 0.7611, Time consumed:1.84s
Test set: Epoch: 195, Average loss: 0.0086, Accuracy: 0.7633, Time consumed:1.79s
Test set: Epoch: 196, Average loss: 0.0086, Accuracy: 0.7623, Time consumed:1.75s
Test set: Epoch: 197, Average loss: 0.0086, Accuracy: 0.7642, Time consumed:1.81s
Test set: Epoch: 198, Average loss: 0.0086, Accuracy: 0.7635, Time consumed:1.67s
Test set: Epoch: 199, Average loss: 0.0087, Accuracy: 0.7642, Time consumed:1.68s
Test set: Epoch: 200, Average loss: 0.0087, Accuracy: 0.7635, Time consumed:1.88s
