Test set: Epoch: 1, Average loss: 0.0335, Accuracy: 0.0349, Time consumed:2.07s
Test set: Epoch: 2, Average loss: 0.0325, Accuracy: 0.0495, Time consumed:1.99s
Test set: Epoch: 3, Average loss: 0.0315, Accuracy: 0.0643, Time consumed:2.19s
Test set: Epoch: 4, Average loss: 0.0306, Accuracy: 0.0848, Time consumed:2.22s
Test set: Epoch: 5, Average loss: 0.0302, Accuracy: 0.0933, Time consumed:2.03s
Test set: Epoch: 6, Average loss: 0.0299, Accuracy: 0.0933, Time consumed:2.29s
Test set: Epoch: 7, Average loss: 0.0285, Accuracy: 0.1155, Time consumed:2.12s
Test set: Epoch: 8, Average loss: 0.0280, Accuracy: 0.1227, Time consumed:2.10s
Test set: Epoch: 9, Average loss: 0.0278, Accuracy: 0.1364, Time consumed:2.08s
Test set: Epoch: 10, Average loss: 0.0281, Accuracy: 0.1452, Time consumed:2.21s
Test set: Epoch: 11, Average loss: 0.0259, Accuracy: 0.1786, Time consumed:2.11s
Test set: Epoch: 12, Average loss: 0.0259, Accuracy: 0.2006, Time consumed:2.14s
Test set: Epoch: 13, Average loss: 0.0253, Accuracy: 0.2020, Time consumed:2.11s
Test set: Epoch: 14, Average loss: 0.0252, Accuracy: 0.1976, Time consumed:2.17s
Test set: Epoch: 15, Average loss: 0.0237, Accuracy: 0.2338, Time consumed:2.05s
Test set: Epoch: 16, Average loss: 0.0234, Accuracy: 0.2604, Time consumed:2.10s
Test set: Epoch: 17, Average loss: 0.0240, Accuracy: 0.2442, Time consumed:2.11s
Test set: Epoch: 18, Average loss: 0.0237, Accuracy: 0.2512, Time consumed:2.01s
Test set: Epoch: 19, Average loss: 0.0225, Accuracy: 0.2662, Time consumed:2.07s
Test set: Epoch: 20, Average loss: 0.0228, Accuracy: 0.2766, Time consumed:2.15s
Test set: Epoch: 21, Average loss: 0.0214, Accuracy: 0.3041, Time consumed:1.99s
Test set: Epoch: 22, Average loss: 0.0231, Accuracy: 0.2823, Time consumed:2.12s
Test set: Epoch: 23, Average loss: 0.0229, Accuracy: 0.2833, Time consumed:2.09s
Test set: Epoch: 24, Average loss: 0.0210, Accuracy: 0.3329, Time consumed:2.12s
Test set: Epoch: 25, Average loss: 0.0214, Accuracy: 0.3110, Time consumed:2.03s
Test set: Epoch: 26, Average loss: 0.0221, Accuracy: 0.3007, Time consumed:1.99s
Test set: Epoch: 27, Average loss: 0.0224, Accuracy: 0.3008, Time consumed:2.09s
Test set: Epoch: 28, Average loss: 0.0201, Accuracy: 0.3468, Time consumed:2.09s
Test set: Epoch: 29, Average loss: 0.0222, Accuracy: 0.3110, Time consumed:2.05s
Test set: Epoch: 30, Average loss: 0.0213, Accuracy: 0.3271, Time consumed:2.18s
Test set: Epoch: 31, Average loss: 0.0207, Accuracy: 0.3463, Time consumed:2.19s
Test set: Epoch: 32, Average loss: 0.0220, Accuracy: 0.3259, Time consumed:2.20s
Test set: Epoch: 33, Average loss: 0.0209, Accuracy: 0.3408, Time consumed:2.16s
Test set: Epoch: 34, Average loss: 0.0204, Accuracy: 0.3586, Time consumed:2.17s
Test set: Epoch: 35, Average loss: 0.0209, Accuracy: 0.3421, Time consumed:2.12s
Test set: Epoch: 36, Average loss: 0.0236, Accuracy: 0.3195, Time consumed:2.16s
Test set: Epoch: 37, Average loss: 0.0228, Accuracy: 0.3042, Time consumed:1.98s
Test set: Epoch: 38, Average loss: 0.0212, Accuracy: 0.3326, Time consumed:2.11s
Test set: Epoch: 39, Average loss: 0.0197, Accuracy: 0.3745, Time consumed:2.26s
Test set: Epoch: 40, Average loss: 0.0213, Accuracy: 0.3357, Time consumed:2.03s
Test set: Epoch: 41, Average loss: 0.0232, Accuracy: 0.3161, Time consumed:2.04s
Test set: Epoch: 42, Average loss: 0.0201, Accuracy: 0.3697, Time consumed:2.01s
Test set: Epoch: 43, Average loss: 0.0224, Accuracy: 0.3297, Time consumed:2.08s
Test set: Epoch: 44, Average loss: 0.0206, Accuracy: 0.3621, Time consumed:2.16s
Test set: Epoch: 45, Average loss: 0.0238, Accuracy: 0.2984, Time consumed:2.11s
Test set: Epoch: 46, Average loss: 0.0218, Accuracy: 0.3363, Time consumed:2.13s
Test set: Epoch: 47, Average loss: 0.0209, Accuracy: 0.3600, Time consumed:2.29s
Test set: Epoch: 48, Average loss: 0.0195, Accuracy: 0.3826, Time consumed:2.19s
Test set: Epoch: 49, Average loss: 0.0194, Accuracy: 0.3952, Time consumed:2.19s
Test set: Epoch: 50, Average loss: 0.0207, Accuracy: 0.3559, Time consumed:2.08s
Test set: Epoch: 51, Average loss: 0.0203, Accuracy: 0.3637, Time consumed:2.39s
Test set: Epoch: 52, Average loss: 0.0200, Accuracy: 0.3814, Time consumed:2.20s
Test set: Epoch: 53, Average loss: 0.0205, Accuracy: 0.3740, Time consumed:2.04s
Test set: Epoch: 54, Average loss: 0.0220, Accuracy: 0.3403, Time consumed:2.01s
Test set: Epoch: 55, Average loss: 0.0214, Accuracy: 0.3459, Time consumed:2.09s
Test set: Epoch: 56, Average loss: 0.0200, Accuracy: 0.3697, Time consumed:2.11s
Test set: Epoch: 57, Average loss: 0.0215, Accuracy: 0.3532, Time consumed:1.99s
Test set: Epoch: 58, Average loss: 0.0196, Accuracy: 0.3959, Time consumed:2.00s
Test set: Epoch: 59, Average loss: 0.0205, Accuracy: 0.3708, Time consumed:1.88s
Test set: Epoch: 60, Average loss: 0.0134, Accuracy: 0.5561, Time consumed:2.02s
Test set: Epoch: 61, Average loss: 0.0130, Accuracy: 0.5682, Time consumed:2.04s
Test set: Epoch: 62, Average loss: 0.0131, Accuracy: 0.5685, Time consumed:2.11s
Test set: Epoch: 63, Average loss: 0.0130, Accuracy: 0.5784, Time consumed:2.06s
Test set: Epoch: 64, Average loss: 0.0130, Accuracy: 0.5754, Time consumed:2.23s
Test set: Epoch: 65, Average loss: 0.0128, Accuracy: 0.5922, Time consumed:2.20s
Test set: Epoch: 66, Average loss: 0.0133, Accuracy: 0.5648, Time consumed:2.05s
Test set: Epoch: 67, Average loss: 0.0130, Accuracy: 0.5801, Time consumed:2.13s
Test set: Epoch: 68, Average loss: 0.0131, Accuracy: 0.5822, Time consumed:2.11s
Test set: Epoch: 69, Average loss: 0.0131, Accuracy: 0.5767, Time consumed:1.91s
Test set: Epoch: 70, Average loss: 0.0128, Accuracy: 0.5934, Time consumed:2.02s
Test set: Epoch: 71, Average loss: 0.0136, Accuracy: 0.5684, Time consumed:1.96s
Test set: Epoch: 72, Average loss: 0.0137, Accuracy: 0.5726, Time consumed:2.14s
Test set: Epoch: 73, Average loss: 0.0133, Accuracy: 0.5749, Time consumed:2.08s
Test set: Epoch: 74, Average loss: 0.0134, Accuracy: 0.5714, Time consumed:2.15s
Test set: Epoch: 75, Average loss: 0.0134, Accuracy: 0.5676, Time consumed:2.01s
