Test set: Epoch: 1, Average loss: 0.0342, Accuracy: 0.0462, Time consumed:2.80s
Test set: Epoch: 2, Average loss: 0.0333, Accuracy: 0.0696, Time consumed:2.85s
Test set: Epoch: 3, Average loss: 0.0326, Accuracy: 0.0829, Time consumed:2.61s
Test set: Epoch: 4, Average loss: 0.0323, Accuracy: 0.0790, Time consumed:2.05s
Test set: Epoch: 5, Average loss: 0.0322, Accuracy: 0.0865, Time consumed:2.85s
Test set: Epoch: 6, Average loss: 0.0312, Accuracy: 0.1084, Time consumed:2.64s
Test set: Epoch: 7, Average loss: 0.0311, Accuracy: 0.1009, Time consumed:2.64s
Test set: Epoch: 8, Average loss: 0.0308, Accuracy: 0.1198, Time consumed:2.76s
Test set: Epoch: 9, Average loss: 0.0312, Accuracy: 0.1160, Time consumed:2.99s
Test set: Epoch: 10, Average loss: 0.0305, Accuracy: 0.1284, Time consumed:2.70s
Test set: Epoch: 11, Average loss: 0.0299, Accuracy: 0.1381, Time consumed:2.03s
Test set: Epoch: 12, Average loss: 0.0294, Accuracy: 0.1559, Time consumed:2.83s
Test set: Epoch: 13, Average loss: 0.0298, Accuracy: 0.1520, Time consumed:2.76s
Test set: Epoch: 14, Average loss: 0.0292, Accuracy: 0.1683, Time consumed:3.19s
Test set: Epoch: 15, Average loss: 0.0284, Accuracy: 0.1788, Time consumed:2.23s
Test set: Epoch: 16, Average loss: 0.0293, Accuracy: 0.1763, Time consumed:2.81s
Test set: Epoch: 17, Average loss: 0.0291, Accuracy: 0.1646, Time consumed:2.78s
Test set: Epoch: 18, Average loss: 0.0277, Accuracy: 0.1954, Time consumed:2.89s
Test set: Epoch: 19, Average loss: 0.0271, Accuracy: 0.2164, Time consumed:2.01s
Test set: Epoch: 20, Average loss: 0.0276, Accuracy: 0.2118, Time consumed:2.87s
Test set: Epoch: 21, Average loss: 0.0276, Accuracy: 0.2072, Time consumed:2.80s
Test set: Epoch: 22, Average loss: 0.0271, Accuracy: 0.2251, Time consumed:2.16s
Test set: Epoch: 23, Average loss: 0.0274, Accuracy: 0.2105, Time consumed:2.84s
Test set: Epoch: 24, Average loss: 0.0271, Accuracy: 0.2269, Time consumed:2.89s
Test set: Epoch: 25, Average loss: 0.0267, Accuracy: 0.2359, Time consumed:2.47s
Test set: Epoch: 26, Average loss: 0.0262, Accuracy: 0.2490, Time consumed:2.29s
Test set: Epoch: 27, Average loss: 0.0264, Accuracy: 0.2426, Time consumed:2.55s
Test set: Epoch: 28, Average loss: 0.0264, Accuracy: 0.2440, Time consumed:3.16s
Test set: Epoch: 29, Average loss: 0.0261, Accuracy: 0.2626, Time consumed:2.23s
Test set: Epoch: 30, Average loss: 0.0270, Accuracy: 0.2427, Time consumed:2.86s
Test set: Epoch: 31, Average loss: 0.0262, Accuracy: 0.2557, Time consumed:2.55s
Test set: Epoch: 32, Average loss: 0.0252, Accuracy: 0.2861, Time consumed:2.75s
Test set: Epoch: 33, Average loss: 0.0259, Accuracy: 0.2592, Time consumed:1.98s
Test set: Epoch: 34, Average loss: 0.0254, Accuracy: 0.2897, Time consumed:2.77s
Test set: Epoch: 35, Average loss: 0.0251, Accuracy: 0.2849, Time consumed:3.00s
Test set: Epoch: 36, Average loss: 0.0265, Accuracy: 0.2385, Time consumed:2.58s
Test set: Epoch: 37, Average loss: 0.0262, Accuracy: 0.2595, Time consumed:2.26s
Test set: Epoch: 38, Average loss: 0.0253, Accuracy: 0.2917, Time consumed:2.60s
Test set: Epoch: 39, Average loss: 0.0280, Accuracy: 0.2169, Time consumed:2.99s
Test set: Epoch: 40, Average loss: 0.0252, Accuracy: 0.2920, Time consumed:2.80s
Test set: Epoch: 41, Average loss: 0.0252, Accuracy: 0.2885, Time consumed:2.16s
Test set: Epoch: 42, Average loss: 0.0246, Accuracy: 0.3102, Time consumed:2.89s
Test set: Epoch: 43, Average loss: 0.0246, Accuracy: 0.3184, Time consumed:2.89s
Test set: Epoch: 44, Average loss: 0.0255, Accuracy: 0.2822, Time consumed:2.28s
Test set: Epoch: 45, Average loss: 0.0254, Accuracy: 0.2784, Time consumed:2.26s
Test set: Epoch: 46, Average loss: 0.0246, Accuracy: 0.3293, Time consumed:3.11s
Test set: Epoch: 47, Average loss: 0.0255, Accuracy: 0.2875, Time consumed:2.74s
Test set: Epoch: 48, Average loss: 0.0245, Accuracy: 0.3239, Time consumed:2.47s
Test set: Epoch: 49, Average loss: 0.0249, Accuracy: 0.3071, Time consumed:2.45s
Test set: Epoch: 50, Average loss: 0.0247, Accuracy: 0.3098, Time consumed:2.88s
Test set: Epoch: 51, Average loss: 0.0249, Accuracy: 0.3072, Time consumed:2.84s
Test set: Epoch: 52, Average loss: 0.0245, Accuracy: 0.3082, Time consumed:2.70s
Test set: Epoch: 53, Average loss: 0.0245, Accuracy: 0.3198, Time consumed:2.68s
Test set: Epoch: 54, Average loss: 0.0249, Accuracy: 0.3191, Time consumed:2.66s
Test set: Epoch: 55, Average loss: 0.0245, Accuracy: 0.3052, Time consumed:2.72s
Test set: Epoch: 56, Average loss: 0.0239, Accuracy: 0.3270, Time consumed:2.45s
Test set: Epoch: 57, Average loss: 0.0239, Accuracy: 0.3458, Time consumed:2.83s
Test set: Epoch: 58, Average loss: 0.0242, Accuracy: 0.3134, Time consumed:2.80s
Test set: Epoch: 59, Average loss: 0.0245, Accuracy: 0.3106, Time consumed:3.00s
Test set: Epoch: 60, Average loss: 0.0202, Accuracy: 0.4662, Time consumed:2.12s
Test set: Epoch: 61, Average loss: 0.0199, Accuracy: 0.4750, Time consumed:2.92s
Test set: Epoch: 62, Average loss: 0.0198, Accuracy: 0.4789, Time consumed:2.79s
Test set: Epoch: 63, Average loss: 0.0194, Accuracy: 0.4858, Time consumed:2.10s
Test set: Epoch: 64, Average loss: 0.0196, Accuracy: 0.4903, Time consumed:2.86s
Test set: Epoch: 65, Average loss: 0.0192, Accuracy: 0.4989, Time consumed:2.88s
Test set: Epoch: 66, Average loss: 0.0193, Accuracy: 0.4875, Time consumed:2.78s
Test set: Epoch: 67, Average loss: 0.0194, Accuracy: 0.4878, Time consumed:2.17s
Test set: Epoch: 68, Average loss: 0.0191, Accuracy: 0.4906, Time consumed:2.93s
Test set: Epoch: 69, Average loss: 0.0190, Accuracy: 0.5045, Time consumed:2.86s
Test set: Epoch: 70, Average loss: 0.0188, Accuracy: 0.4983, Time consumed:2.97s
Test set: Epoch: 71, Average loss: 0.0186, Accuracy: 0.5064, Time consumed:2.27s
Test set: Epoch: 72, Average loss: 0.0188, Accuracy: 0.4988, Time consumed:2.83s
Test set: Epoch: 73, Average loss: 0.0186, Accuracy: 0.5027, Time consumed:2.94s
Test set: Epoch: 74, Average loss: 0.0189, Accuracy: 0.5074, Time consumed:2.75s
Test set: Epoch: 75, Average loss: 0.0188, Accuracy: 0.5051, Time consumed:2.31s
Test set: Epoch: 76, Average loss: 0.0187, Accuracy: 0.5070, Time consumed:2.88s
Test set: Epoch: 77, Average loss: 0.0184, Accuracy: 0.5113, Time consumed:3.18s
Test set: Epoch: 78, Average loss: 0.0186, Accuracy: 0.5178, Time consumed:2.38s
Test set: Epoch: 79, Average loss: 0.0195, Accuracy: 0.4810, Time consumed:2.96s
Test set: Epoch: 80, Average loss: 0.0185, Accuracy: 0.5180, Time consumed:2.84s
Test set: Epoch: 81, Average loss: 0.0187, Accuracy: 0.5089, Time consumed:2.72s
Test set: Epoch: 82, Average loss: 0.0182, Accuracy: 0.5201, Time consumed:2.68s
Test set: Epoch: 83, Average loss: 0.0189, Accuracy: 0.5097, Time consumed:2.77s
Test set: Epoch: 84, Average loss: 0.0194, Accuracy: 0.4975, Time consumed:2.95s
Test set: Epoch: 85, Average loss: 0.0185, Accuracy: 0.5339, Time consumed:2.19s
Test set: Epoch: 86, Average loss: 0.0185, Accuracy: 0.5124, Time consumed:2.96s
Test set: Epoch: 87, Average loss: 0.0180, Accuracy: 0.5363, Time consumed:2.88s
Test set: Epoch: 88, Average loss: 0.0189, Accuracy: 0.5113, Time consumed:2.65s
Test set: Epoch: 89, Average loss: 0.0185, Accuracy: 0.5159, Time consumed:2.75s
Test set: Epoch: 90, Average loss: 0.0190, Accuracy: 0.5009, Time consumed:2.86s
Test set: Epoch: 91, Average loss: 0.0178, Accuracy: 0.5414, Time consumed:2.96s
Test set: Epoch: 92, Average loss: 0.0185, Accuracy: 0.5167, Time consumed:2.73s
Test set: Epoch: 93, Average loss: 0.0181, Accuracy: 0.5357, Time consumed:2.69s
Test set: Epoch: 94, Average loss: 0.0181, Accuracy: 0.5262, Time consumed:2.71s
Test set: Epoch: 95, Average loss: 0.0179, Accuracy: 0.5294, Time consumed:2.68s
Test set: Epoch: 96, Average loss: 0.0180, Accuracy: 0.5400, Time consumed:2.24s
Test set: Epoch: 97, Average loss: 0.0189, Accuracy: 0.5117, Time consumed:2.70s
Test set: Epoch: 98, Average loss: 0.0172, Accuracy: 0.5430, Time consumed:3.04s
Test set: Epoch: 99, Average loss: 0.0176, Accuracy: 0.5413, Time consumed:2.67s
Test set: Epoch: 100, Average loss: 0.0179, Accuracy: 0.5432, Time consumed:2.83s
Test set: Epoch: 101, Average loss: 0.0174, Accuracy: 0.5491, Time consumed:2.98s
Test set: Epoch: 102, Average loss: 0.0177, Accuracy: 0.5483, Time consumed:2.80s
Test set: Epoch: 103, Average loss: 0.0183, Accuracy: 0.5299, Time consumed:2.53s
Test set: Epoch: 104, Average loss: 0.0179, Accuracy: 0.5415, Time consumed:3.08s
Test set: Epoch: 105, Average loss: 0.0177, Accuracy: 0.5392, Time consumed:1.69s
Test set: Epoch: 106, Average loss: 0.0177, Accuracy: 0.5463, Time consumed:2.74s
Test set: Epoch: 107, Average loss: 0.0182, Accuracy: 0.5260, Time consumed:3.06s
Test set: Epoch: 108, Average loss: 0.0182, Accuracy: 0.5310, Time consumed:2.70s
Test set: Epoch: 109, Average loss: 0.0175, Accuracy: 0.5576, Time consumed:2.79s
Test set: Epoch: 110, Average loss: 0.0183, Accuracy: 0.5327, Time consumed:2.17s
Test set: Epoch: 111, Average loss: 0.0177, Accuracy: 0.5415, Time consumed:2.63s
Test set: Epoch: 112, Average loss: 0.0176, Accuracy: 0.5460, Time consumed:2.57s
Test set: Epoch: 113, Average loss: 0.0179, Accuracy: 0.5492, Time consumed:2.73s
Test set: Epoch: 114, Average loss: 0.0171, Accuracy: 0.5608, Time consumed:2.01s
Test set: Epoch: 115, Average loss: 0.0173, Accuracy: 0.5560, Time consumed:2.73s
Test set: Epoch: 116, Average loss: 0.0178, Accuracy: 0.5474, Time consumed:2.99s
Test set: Epoch: 117, Average loss: 0.0170, Accuracy: 0.5621, Time consumed:2.91s
Test set: Epoch: 118, Average loss: 0.0178, Accuracy: 0.5490, Time consumed:2.51s
Test set: Epoch: 119, Average loss: 0.0172, Accuracy: 0.5637, Time consumed:2.59s
Test set: Epoch: 120, Average loss: 0.0150, Accuracy: 0.6388, Time consumed:2.53s
Test set: Epoch: 121, Average loss: 0.0148, Accuracy: 0.6442, Time consumed:3.05s
Test set: Epoch: 122, Average loss: 0.0147, Accuracy: 0.6462, Time consumed:2.83s
Test set: Epoch: 123, Average loss: 0.0148, Accuracy: 0.6526, Time consumed:2.13s
Test set: Epoch: 124, Average loss: 0.0147, Accuracy: 0.6485, Time consumed:2.67s
Test set: Epoch: 125, Average loss: 0.0146, Accuracy: 0.6548, Time consumed:2.75s
Test set: Epoch: 126, Average loss: 0.0147, Accuracy: 0.6528, Time consumed:2.87s
Test set: Epoch: 127, Average loss: 0.0146, Accuracy: 0.6528, Time consumed:2.11s
Test set: Epoch: 128, Average loss: 0.0146, Accuracy: 0.6538, Time consumed:2.83s
Test set: Epoch: 129, Average loss: 0.0145, Accuracy: 0.6531, Time consumed:2.73s
Test set: Epoch: 130, Average loss: 0.0147, Accuracy: 0.6498, Time consumed:2.75s
Test set: Epoch: 131, Average loss: 0.0146, Accuracy: 0.6530, Time consumed:2.04s
Test set: Epoch: 132, Average loss: 0.0145, Accuracy: 0.6539, Time consumed:2.68s
Test set: Epoch: 133, Average loss: 0.0145, Accuracy: 0.6527, Time consumed:2.93s
Test set: Epoch: 134, Average loss: 0.0147, Accuracy: 0.6502, Time consumed:3.04s
Test set: Epoch: 135, Average loss: 0.0146, Accuracy: 0.6576, Time consumed:2.24s
