Test set: Epoch: 1, Average loss: 0.0354, Accuracy: 0.0317, Time consumed:1.98s
Test set: Epoch: 2, Average loss: 0.0333, Accuracy: 0.0409, Time consumed:2.00s
Test set: Epoch: 3, Average loss: 0.0325, Accuracy: 0.0522, Time consumed:2.20s
Test set: Epoch: 4, Average loss: 0.0319, Accuracy: 0.0680, Time consumed:2.05s
Test set: Epoch: 5, Average loss: 0.0319, Accuracy: 0.0678, Time consumed:2.15s
Test set: Epoch: 6, Average loss: 0.0317, Accuracy: 0.0665, Time consumed:2.11s
Test set: Epoch: 7, Average loss: 0.0308, Accuracy: 0.0887, Time consumed:2.08s
Test set: Epoch: 8, Average loss: 0.0310, Accuracy: 0.0855, Time consumed:2.02s
Test set: Epoch: 9, Average loss: 0.0305, Accuracy: 0.0907, Time consumed:2.05s
Test set: Epoch: 10, Average loss: 0.0308, Accuracy: 0.0987, Time consumed:2.09s
Test set: Epoch: 11, Average loss: 0.0299, Accuracy: 0.1068, Time consumed:1.97s
Test set: Epoch: 12, Average loss: 0.0296, Accuracy: 0.1132, Time consumed:2.12s
Test set: Epoch: 13, Average loss: 0.0292, Accuracy: 0.1177, Time consumed:2.18s
Test set: Epoch: 14, Average loss: 0.0285, Accuracy: 0.1447, Time consumed:1.94s
Test set: Epoch: 15, Average loss: 0.0292, Accuracy: 0.1173, Time consumed:2.01s
Test set: Epoch: 16, Average loss: 0.0284, Accuracy: 0.1420, Time consumed:2.03s
Test set: Epoch: 17, Average loss: 0.0272, Accuracy: 0.1780, Time consumed:2.20s
Test set: Epoch: 18, Average loss: 0.0307, Accuracy: 0.1316, Time consumed:2.15s
Test set: Epoch: 19, Average loss: 0.0286, Accuracy: 0.1245, Time consumed:1.99s
Test set: Epoch: 20, Average loss: 0.0274, Accuracy: 0.1772, Time consumed:2.08s
Test set: Epoch: 21, Average loss: 0.0260, Accuracy: 0.1958, Time consumed:2.08s
Test set: Epoch: 22, Average loss: 0.0260, Accuracy: 0.1946, Time consumed:2.15s
Test set: Epoch: 23, Average loss: 0.0263, Accuracy: 0.1826, Time consumed:2.19s
Test set: Epoch: 24, Average loss: 0.0257, Accuracy: 0.2159, Time consumed:2.05s
Test set: Epoch: 25, Average loss: 0.0251, Accuracy: 0.2314, Time consumed:1.96s
Test set: Epoch: 26, Average loss: 0.0256, Accuracy: 0.2200, Time consumed:1.95s
Test set: Epoch: 27, Average loss: 0.0255, Accuracy: 0.2358, Time consumed:2.06s
Test set: Epoch: 28, Average loss: 0.0262, Accuracy: 0.2065, Time consumed:2.04s
Test set: Epoch: 29, Average loss: 0.0254, Accuracy: 0.2282, Time consumed:2.10s
Test set: Epoch: 30, Average loss: 0.0261, Accuracy: 0.2226, Time consumed:2.08s
Test set: Epoch: 31, Average loss: 0.0256, Accuracy: 0.2337, Time consumed:1.93s
Test set: Epoch: 32, Average loss: 0.0241, Accuracy: 0.2479, Time consumed:1.97s
Test set: Epoch: 33, Average loss: 0.0237, Accuracy: 0.2799, Time consumed:2.00s
Test set: Epoch: 34, Average loss: 0.0246, Accuracy: 0.2529, Time consumed:2.06s
Test set: Epoch: 35, Average loss: 0.0247, Accuracy: 0.2566, Time consumed:2.07s
Test set: Epoch: 36, Average loss: 0.0245, Accuracy: 0.2666, Time consumed:2.04s
Test set: Epoch: 37, Average loss: 0.0237, Accuracy: 0.2883, Time consumed:2.09s
Test set: Epoch: 38, Average loss: 0.0250, Accuracy: 0.2515, Time consumed:1.94s
Test set: Epoch: 39, Average loss: 0.0237, Accuracy: 0.2917, Time consumed:2.13s
Test set: Epoch: 40, Average loss: 0.0230, Accuracy: 0.2956, Time consumed:2.11s
Test set: Epoch: 41, Average loss: 0.0242, Accuracy: 0.2700, Time consumed:2.11s
Test set: Epoch: 42, Average loss: 0.0233, Accuracy: 0.2982, Time consumed:1.94s
Test set: Epoch: 43, Average loss: 0.0241, Accuracy: 0.2793, Time consumed:1.99s
Test set: Epoch: 44, Average loss: 0.0242, Accuracy: 0.2789, Time consumed:2.06s
Test set: Epoch: 45, Average loss: 0.0232, Accuracy: 0.3015, Time consumed:2.10s
Test set: Epoch: 46, Average loss: 0.0241, Accuracy: 0.2802, Time consumed:2.06s
Test set: Epoch: 47, Average loss: 0.0234, Accuracy: 0.2957, Time consumed:2.04s
Test set: Epoch: 48, Average loss: 0.0248, Accuracy: 0.2707, Time consumed:2.16s
Test set: Epoch: 49, Average loss: 0.0244, Accuracy: 0.2743, Time consumed:2.06s
Test set: Epoch: 50, Average loss: 0.0237, Accuracy: 0.2939, Time consumed:2.11s
Test set: Epoch: 51, Average loss: 0.0251, Accuracy: 0.2645, Time consumed:2.07s
Test set: Epoch: 52, Average loss: 0.0239, Accuracy: 0.2882, Time consumed:1.96s
Test set: Epoch: 53, Average loss: 0.0245, Accuracy: 0.2942, Time consumed:1.96s
Test set: Epoch: 54, Average loss: 0.0234, Accuracy: 0.2936, Time consumed:1.93s
Test set: Epoch: 55, Average loss: 0.0253, Accuracy: 0.2575, Time consumed:2.07s
Test set: Epoch: 56, Average loss: 0.0228, Accuracy: 0.3217, Time consumed:2.11s
