Test set: Epoch: 1, Average loss: 0.0305, Accuracy: 0.0877, Time consumed:2.64s
Test set: Epoch: 123, Average loss: 0.0103, Accuracy: 0.6798, Time consumed:2.69s
Test set: Epoch: 124, Average loss: 0.0103, Accuracy: 0.6855, Time consumed:2.82s
Test set: Epoch: 125, Average loss: 0.0104, Accuracy: 0.6823, Time consumed:2.80s
Test set: Epoch: 126, Average loss: 0.0104, Accuracy: 0.6804, Time consumed:2.98s
Test set: Epoch: 127, Average loss: 0.0105, Accuracy: 0.6802, Time consumed:3.04s
Test set: Epoch: 128, Average loss: 0.0106, Accuracy: 0.6758, Time consumed:2.47s
Test set: Epoch: 129, Average loss: 0.0104, Accuracy: 0.6818, Time consumed:2.07s
Test set: Epoch: 130, Average loss: 0.0106, Accuracy: 0.6854, Time consumed:2.80s
Test set: Epoch: 131, Average loss: 0.0106, Accuracy: 0.6801, Time consumed:2.91s
Test set: Epoch: 132, Average loss: 0.0106, Accuracy: 0.6837, Time consumed:2.74s
Test set: Epoch: 133, Average loss: 0.0107, Accuracy: 0.6815, Time consumed:2.79s
Test set: Epoch: 134, Average loss: 0.0107, Accuracy: 0.6786, Time consumed:2.66s
Test set: Epoch: 135, Average loss: 0.0106, Accuracy: 0.6797, Time consumed:2.85s
Test set: Epoch: 136, Average loss: 0.0107, Accuracy: 0.6774, Time consumed:1.68s
Test set: Epoch: 137, Average loss: 0.0107, Accuracy: 0.6802, Time consumed:1.96s
Test set: Epoch: 138, Average loss: 0.0107, Accuracy: 0.6789, Time consumed:2.59s
Test set: Epoch: 139, Average loss: 0.0108, Accuracy: 0.6781, Time consumed:3.12s
Test set: Epoch: 140, Average loss: 0.0108, Accuracy: 0.6805, Time consumed:2.80s
Test set: Epoch: 141, Average loss: 0.0108, Accuracy: 0.6814, Time consumed:2.64s
Test set: Epoch: 142, Average loss: 0.0108, Accuracy: 0.6801, Time consumed:3.09s
Test set: Epoch: 143, Average loss: 0.0108, Accuracy: 0.6778, Time consumed:3.17s
Test set: Epoch: 144, Average loss: 0.0108, Accuracy: 0.6797, Time consumed:2.80s
Test set: Epoch: 145, Average loss: 0.0109, Accuracy: 0.6779, Time consumed:2.76s
Test set: Epoch: 146, Average loss: 0.0108, Accuracy: 0.6804, Time consumed:2.69s
Test set: Epoch: 147, Average loss: 0.0111, Accuracy: 0.6726, Time consumed:1.89s
Test set: Epoch: 148, Average loss: 0.0110, Accuracy: 0.6772, Time consumed:2.23s
Test set: Epoch: 149, Average loss: 0.0109, Accuracy: 0.6833, Time consumed:3.12s
Test set: Epoch: 150, Average loss: 0.0110, Accuracy: 0.6758, Time consumed:3.14s
Test set: Epoch: 151, Average loss: 0.0109, Accuracy: 0.6737, Time consumed:2.76s
Test set: Epoch: 152, Average loss: 0.0111, Accuracy: 0.6734, Time consumed:2.79s
Test set: Epoch: 153, Average loss: 0.0110, Accuracy: 0.6719, Time consumed:2.67s
Test set: Epoch: 154, Average loss: 0.0111, Accuracy: 0.6725, Time consumed:2.76s
Test set: Epoch: 155, Average loss: 0.0110, Accuracy: 0.6791, Time consumed:2.84s
Test set: Epoch: 156, Average loss: 0.0110, Accuracy: 0.6767, Time consumed:2.82s
Test set: Epoch: 157, Average loss: 0.0112, Accuracy: 0.6713, Time consumed:2.69s
Test set: Epoch: 158, Average loss: 0.0112, Accuracy: 0.6752, Time consumed:1.92s
Test set: Epoch: 159, Average loss: 0.0112, Accuracy: 0.6723, Time consumed:2.47s
Test set: Epoch: 160, Average loss: 0.0107, Accuracy: 0.6829, Time consumed:2.60s
Test set: Epoch: 161, Average loss: 0.0108, Accuracy: 0.6832, Time consumed:2.71s
Test set: Epoch: 162, Average loss: 0.0107, Accuracy: 0.6858, Time consumed:2.88s
Test set: Epoch: 163, Average loss: 0.0108, Accuracy: 0.6876, Time consumed:3.08s
Test set: Epoch: 164, Average loss: 0.0107, Accuracy: 0.6864, Time consumed:2.94s
Test set: Epoch: 165, Average loss: 0.0107, Accuracy: 0.6862, Time consumed:2.75s
Test set: Epoch: 166, Average loss: 0.0107, Accuracy: 0.6881, Time consumed:2.80s
Test set: Epoch: 167, Average loss: 0.0107, Accuracy: 0.6867, Time consumed:2.54s
Test set: Epoch: 168, Average loss: 0.0107, Accuracy: 0.6865, Time consumed:2.38s
Test set: Epoch: 169, Average loss: 0.0107, Accuracy: 0.6862, Time consumed:2.88s
Test set: Epoch: 170, Average loss: 0.0107, Accuracy: 0.6888, Time consumed:1.87s
Test set: Epoch: 171, Average loss: 0.0108, Accuracy: 0.6892, Time consumed:2.60s
Test set: Epoch: 172, Average loss: 0.0107, Accuracy: 0.6880, Time consumed:2.76s
Test set: Epoch: 173, Average loss: 0.0107, Accuracy: 0.6896, Time consumed:2.93s
Test set: Epoch: 174, Average loss: 0.0107, Accuracy: 0.6883, Time consumed:2.81s
Test set: Epoch: 175, Average loss: 0.0108, Accuracy: 0.6890, Time consumed:2.72s
Test set: Epoch: 176, Average loss: 0.0107, Accuracy: 0.6879, Time consumed:2.71s
Test set: Epoch: 177, Average loss: 0.0108, Accuracy: 0.6904, Time consumed:2.81s
Test set: Epoch: 178, Average loss: 0.0107, Accuracy: 0.6883, Time consumed:2.54s
Test set: Epoch: 179, Average loss: 0.0107, Accuracy: 0.6889, Time consumed:2.27s
Test set: Epoch: 180, Average loss: 0.0108, Accuracy: 0.6853, Time consumed:2.74s
Test set: Epoch: 181, Average loss: 0.0108, Accuracy: 0.6879, Time consumed:2.78s
Test set: Epoch: 182, Average loss: 0.0108, Accuracy: 0.6868, Time consumed:2.00s
Test set: Epoch: 183, Average loss: 0.0108, Accuracy: 0.6907, Time consumed:2.82s
Test set: Epoch: 184, Average loss: 0.0108, Accuracy: 0.6889, Time consumed:2.61s
Test set: Epoch: 185, Average loss: 0.0108, Accuracy: 0.6885, Time consumed:2.93s
Test set: Epoch: 186, Average loss: 0.0108, Accuracy: 0.6897, Time consumed:2.15s
Test set: Epoch: 187, Average loss: 0.0107, Accuracy: 0.6910, Time consumed:2.68s
Test set: Epoch: 188, Average loss: 0.0108, Accuracy: 0.6890, Time consumed:2.85s
Test set: Epoch: 189, Average loss: 0.0107, Accuracy: 0.6873, Time consumed:2.63s
Test set: Epoch: 190, Average loss: 0.0108, Accuracy: 0.6857, Time consumed:2.14s
Test set: Epoch: 191, Average loss: 0.0108, Accuracy: 0.6883, Time consumed:2.84s
Test set: Epoch: 192, Average loss: 0.0108, Accuracy: 0.6877, Time consumed:2.84s
Test set: Epoch: 193, Average loss: 0.0108, Accuracy: 0.6905, Time consumed:2.42s
Test set: Epoch: 194, Average loss: 0.0109, Accuracy: 0.6884, Time consumed:2.17s
Test set: Epoch: 195, Average loss: 0.0108, Accuracy: 0.6872, Time consumed:2.69s
Test set: Epoch: 196, Average loss: 0.0108, Accuracy: 0.6896, Time consumed:2.71s
Test set: Epoch: 197, Average loss: 0.0108, Accuracy: 0.6864, Time consumed:2.78s
Test set: Epoch: 198, Average loss: 0.0108, Accuracy: 0.6901, Time consumed:2.35s
Test set: Epoch: 199, Average loss: 0.0108, Accuracy: 0.6870, Time consumed:2.67s
Test set: Epoch: 200, Average loss: 0.0108, Accuracy: 0.6896, Time consumed:2.70s
