Test set: Epoch: 1, Average loss: 0.0348, Accuracy: 0.0380, Time consumed:6.07s
Test set: Epoch: 47, Average loss: 0.0251, Accuracy: 0.3046, Time consumed:5.88s
Test set: Epoch: 48, Average loss: 0.0250, Accuracy: 0.3040, Time consumed:6.02s
Test set: Epoch: 49, Average loss: 0.0251, Accuracy: 0.3061, Time consumed:5.95s
Test set: Epoch: 50, Average loss: 0.0250, Accuracy: 0.3185, Time consumed:5.94s
Test set: Epoch: 51, Average loss: 0.0257, Accuracy: 0.2855, Time consumed:6.14s
Test set: Epoch: 52, Average loss: 0.0264, Accuracy: 0.2517, Time consumed:6.01s
Test set: Epoch: 53, Average loss: 0.0272, Accuracy: 0.2313, Time consumed:6.07s
Test set: Epoch: 54, Average loss: 0.0250, Accuracy: 0.3103, Time consumed:5.89s
Test set: Epoch: 55, Average loss: 0.0258, Accuracy: 0.2977, Time consumed:5.94s
Test set: Epoch: 56, Average loss: 0.0270, Accuracy: 0.2462, Time consumed:5.99s
Test set: Epoch: 57, Average loss: 0.0249, Accuracy: 0.3143, Time consumed:5.94s
Test set: Epoch: 58, Average loss: 0.0256, Accuracy: 0.2839, Time consumed:6.04s
Test set: Epoch: 59, Average loss: 0.0258, Accuracy: 0.2801, Time consumed:5.87s
Test set: Epoch: 60, Average loss: 0.0208, Accuracy: 0.4643, Time consumed:5.94s
Test set: Epoch: 61, Average loss: 0.0202, Accuracy: 0.4811, Time consumed:5.83s
Test set: Epoch: 62, Average loss: 0.0204, Accuracy: 0.4762, Time consumed:6.00s
Test set: Epoch: 63, Average loss: 0.0201, Accuracy: 0.4829, Time consumed:5.98s
Test set: Epoch: 64, Average loss: 0.0201, Accuracy: 0.4884, Time consumed:5.94s
Test set: Epoch: 65, Average loss: 0.0201, Accuracy: 0.4865, Time consumed:5.85s
Test set: Epoch: 66, Average loss: 0.0202, Accuracy: 0.4892, Time consumed:5.87s
Test set: Epoch: 67, Average loss: 0.0199, Accuracy: 0.4940, Time consumed:5.96s
Test set: Epoch: 68, Average loss: 0.0203, Accuracy: 0.4819, Time consumed:5.96s
Test set: Epoch: 69, Average loss: 0.0200, Accuracy: 0.4943, Time consumed:6.13s
Test set: Epoch: 70, Average loss: 0.0202, Accuracy: 0.4926, Time consumed:5.90s
Test set: Epoch: 71, Average loss: 0.0204, Accuracy: 0.4822, Time consumed:6.04s
Test set: Epoch: 72, Average loss: 0.0206, Accuracy: 0.4818, Time consumed:5.98s
Test set: Epoch: 73, Average loss: 0.0197, Accuracy: 0.4917, Time consumed:6.06s
Test set: Epoch: 74, Average loss: 0.0203, Accuracy: 0.4686, Time consumed:5.98s
Test set: Epoch: 75, Average loss: 0.0204, Accuracy: 0.4853, Time consumed:5.98s
Test set: Epoch: 76, Average loss: 0.0196, Accuracy: 0.4992, Time consumed:5.88s
Test set: Epoch: 77, Average loss: 0.0199, Accuracy: 0.4862, Time consumed:5.94s
Test set: Epoch: 78, Average loss: 0.0200, Accuracy: 0.4815, Time consumed:5.90s
Test set: Epoch: 79, Average loss: 0.0199, Accuracy: 0.5062, Time consumed:5.92s
Test set: Epoch: 80, Average loss: 0.0202, Accuracy: 0.4901, Time consumed:5.91s
Test set: Epoch: 81, Average loss: 0.0195, Accuracy: 0.5158, Time consumed:6.00s
Test set: Epoch: 82, Average loss: 0.0199, Accuracy: 0.4790, Time consumed:5.95s
Test set: Epoch: 83, Average loss: 0.0201, Accuracy: 0.5024, Time consumed:5.90s
Test set: Epoch: 84, Average loss: 0.0190, Accuracy: 0.5057, Time consumed:5.99s
Test set: Epoch: 85, Average loss: 0.0197, Accuracy: 0.4986, Time consumed:5.88s
Test set: Epoch: 86, Average loss: 0.0203, Accuracy: 0.4933, Time consumed:5.95s
Test set: Epoch: 87, Average loss: 0.0195, Accuracy: 0.5134, Time consumed:5.84s
Test set: Epoch: 88, Average loss: 0.0193, Accuracy: 0.5191, Time consumed:6.17s
Test set: Epoch: 89, Average loss: 0.0198, Accuracy: 0.4978, Time consumed:6.01s
Test set: Epoch: 90, Average loss: 0.0193, Accuracy: 0.5186, Time consumed:6.03s
Test set: Epoch: 91, Average loss: 0.0193, Accuracy: 0.5348, Time consumed:5.90s
Test set: Epoch: 92, Average loss: 0.0196, Accuracy: 0.5063, Time consumed:6.02s
Test set: Epoch: 93, Average loss: 0.0193, Accuracy: 0.5290, Time consumed:6.17s
Test set: Epoch: 94, Average loss: 0.0196, Accuracy: 0.5086, Time consumed:5.80s
Test set: Epoch: 95, Average loss: 0.0194, Accuracy: 0.5144, Time consumed:6.19s
Test set: Epoch: 96, Average loss: 0.0194, Accuracy: 0.5180, Time consumed:6.13s
Test set: Epoch: 97, Average loss: 0.0192, Accuracy: 0.5165, Time consumed:6.25s
Test set: Epoch: 98, Average loss: 0.0195, Accuracy: 0.5122, Time consumed:5.87s
Test set: Epoch: 99, Average loss: 0.0187, Accuracy: 0.5483, Time consumed:6.04s
Test set: Epoch: 100, Average loss: 0.0194, Accuracy: 0.5277, Time consumed:5.83s
Test set: Epoch: 101, Average loss: 0.0190, Accuracy: 0.5269, Time consumed:5.99s
Test set: Epoch: 102, Average loss: 0.0196, Accuracy: 0.5157, Time consumed:6.17s
Test set: Epoch: 103, Average loss: 0.0191, Accuracy: 0.5305, Time consumed:6.03s
Test set: Epoch: 104, Average loss: 0.0195, Accuracy: 0.5130, Time consumed:5.97s
Test set: Epoch: 105, Average loss: 0.0188, Accuracy: 0.5463, Time consumed:6.22s
Test set: Epoch: 106, Average loss: 0.0188, Accuracy: 0.5383, Time consumed:5.89s
Test set: Epoch: 107, Average loss: 0.0197, Accuracy: 0.5191, Time consumed:5.86s
Test set: Epoch: 108, Average loss: 0.0189, Accuracy: 0.5279, Time consumed:6.09s
Test set: Epoch: 109, Average loss: 0.0183, Accuracy: 0.5471, Time consumed:5.94s
Test set: Epoch: 110, Average loss: 0.0187, Accuracy: 0.5410, Time consumed:5.88s
Test set: Epoch: 111, Average loss: 0.0188, Accuracy: 0.5463, Time consumed:5.97s
Test set: Epoch: 112, Average loss: 0.0181, Accuracy: 0.5593, Time consumed:6.04s
Test set: Epoch: 113, Average loss: 0.0183, Accuracy: 0.5499, Time consumed:6.08s
Test set: Epoch: 114, Average loss: 0.0186, Accuracy: 0.5514, Time consumed:5.79s
Test set: Epoch: 115, Average loss: 0.0185, Accuracy: 0.5452, Time consumed:5.90s
Test set: Epoch: 116, Average loss: 0.0191, Accuracy: 0.5255, Time consumed:6.15s
Test set: Epoch: 117, Average loss: 0.0188, Accuracy: 0.5437, Time consumed:6.07s
Test set: Epoch: 118, Average loss: 0.0182, Accuracy: 0.5636, Time consumed:5.92s
Test set: Epoch: 119, Average loss: 0.0181, Accuracy: 0.5610, Time consumed:6.03s
Test set: Epoch: 120, Average loss: 0.0155, Accuracy: 0.6484, Time consumed:5.93s
Test set: Epoch: 121, Average loss: 0.0153, Accuracy: 0.6597, Time consumed:6.01s
Test set: Epoch: 122, Average loss: 0.0152, Accuracy: 0.6655, Time consumed:5.89s
Test set: Epoch: 123, Average loss: 0.0151, Accuracy: 0.6648, Time consumed:5.99s
Test set: Epoch: 124, Average loss: 0.0151, Accuracy: 0.6709, Time consumed:5.90s
Test set: Epoch: 125, Average loss: 0.0149, Accuracy: 0.6689, Time consumed:6.03s
Test set: Epoch: 126, Average loss: 0.0151, Accuracy: 0.6686, Time consumed:5.93s
Test set: Epoch: 127, Average loss: 0.0150, Accuracy: 0.6697, Time consumed:5.87s
Test set: Epoch: 128, Average loss: 0.0149, Accuracy: 0.6789, Time consumed:6.01s
Test set: Epoch: 129, Average loss: 0.0148, Accuracy: 0.6803, Time consumed:5.90s
Test set: Epoch: 130, Average loss: 0.0148, Accuracy: 0.6784, Time consumed:6.04s
Test set: Epoch: 131, Average loss: 0.0148, Accuracy: 0.6796, Time consumed:5.97s
Test set: Epoch: 132, Average loss: 0.0150, Accuracy: 0.6797, Time consumed:5.81s
Test set: Epoch: 133, Average loss: 0.0146, Accuracy: 0.6830, Time consumed:5.96s
Test set: Epoch: 134, Average loss: 0.0148, Accuracy: 0.6770, Time consumed:5.90s
Test set: Epoch: 135, Average loss: 0.0150, Accuracy: 0.6757, Time consumed:6.06s
Test set: Epoch: 136, Average loss: 0.0148, Accuracy: 0.6745, Time consumed:5.92s
Test set: Epoch: 137, Average loss: 0.0148, Accuracy: 0.6835, Time consumed:6.13s
Test set: Epoch: 138, Average loss: 0.0148, Accuracy: 0.6759, Time consumed:6.06s
Test set: Epoch: 139, Average loss: 0.0147, Accuracy: 0.6813, Time consumed:6.13s
Test set: Epoch: 140, Average loss: 0.0150, Accuracy: 0.6807, Time consumed:5.95s
Test set: Epoch: 141, Average loss: 0.0148, Accuracy: 0.6799, Time consumed:6.02s
Test set: Epoch: 142, Average loss: 0.0152, Accuracy: 0.6689, Time consumed:6.02s
Test set: Epoch: 143, Average loss: 0.0148, Accuracy: 0.6820, Time consumed:6.09s
Test set: Epoch: 144, Average loss: 0.0150, Accuracy: 0.6849, Time consumed:6.04s
Test set: Epoch: 145, Average loss: 0.0147, Accuracy: 0.6791, Time consumed:6.09s
Test set: Epoch: 146, Average loss: 0.0149, Accuracy: 0.6793, Time consumed:5.98s
Test set: Epoch: 147, Average loss: 0.0146, Accuracy: 0.6798, Time consumed:5.97s
Test set: Epoch: 148, Average loss: 0.0146, Accuracy: 0.6776, Time consumed:5.83s
Test set: Epoch: 149, Average loss: 0.0149, Accuracy: 0.6805, Time consumed:6.10s
Test set: Epoch: 150, Average loss: 0.0150, Accuracy: 0.6757, Time consumed:5.92s
Test set: Epoch: 151, Average loss: 0.0150, Accuracy: 0.6746, Time consumed:6.02s
Test set: Epoch: 152, Average loss: 0.0151, Accuracy: 0.6798, Time consumed:6.04s
Test set: Epoch: 153, Average loss: 0.0150, Accuracy: 0.6765, Time consumed:6.06s
Test set: Epoch: 154, Average loss: 0.0148, Accuracy: 0.6781, Time consumed:5.99s
Test set: Epoch: 155, Average loss: 0.0150, Accuracy: 0.6715, Time consumed:6.17s
Test set: Epoch: 156, Average loss: 0.0148, Accuracy: 0.6828, Time consumed:6.05s
Test set: Epoch: 157, Average loss: 0.0145, Accuracy: 0.6824, Time consumed:6.10s
Test set: Epoch: 158, Average loss: 0.0148, Accuracy: 0.6767, Time consumed:5.94s
Test set: Epoch: 159, Average loss: 0.0148, Accuracy: 0.6816, Time consumed:5.81s
Test set: Epoch: 160, Average loss: 0.0139, Accuracy: 0.7139, Time consumed:5.90s
Test set: Epoch: 161, Average loss: 0.0137, Accuracy: 0.7158, Time consumed:5.99s
Test set: Epoch: 162, Average loss: 0.0138, Accuracy: 0.7185, Time consumed:5.90s
Test set: Epoch: 163, Average loss: 0.0137, Accuracy: 0.7214, Time consumed:5.97s
Test set: Epoch: 164, Average loss: 0.0137, Accuracy: 0.7214, Time consumed:6.13s
Test set: Epoch: 165, Average loss: 0.0136, Accuracy: 0.7242, Time consumed:5.92s
Test set: Epoch: 166, Average loss: 0.0136, Accuracy: 0.7251, Time consumed:6.00s
Test set: Epoch: 167, Average loss: 0.0137, Accuracy: 0.7284, Time consumed:5.80s
Test set: Epoch: 168, Average loss: 0.0138, Accuracy: 0.7252, Time consumed:5.79s
Test set: Epoch: 169, Average loss: 0.0138, Accuracy: 0.7273, Time consumed:6.04s
Test set: Epoch: 170, Average loss: 0.0138, Accuracy: 0.7263, Time consumed:5.94s
Test set: Epoch: 171, Average loss: 0.0136, Accuracy: 0.7271, Time consumed:5.82s
Test set: Epoch: 172, Average loss: 0.0137, Accuracy: 0.7240, Time consumed:5.85s
Test set: Epoch: 173, Average loss: 0.0136, Accuracy: 0.7254, Time consumed:5.85s
Test set: Epoch: 174, Average loss: 0.0137, Accuracy: 0.7279, Time consumed:5.96s
Test set: Epoch: 175, Average loss: 0.0137, Accuracy: 0.7242, Time consumed:5.79s
Test set: Epoch: 176, Average loss: 0.0137, Accuracy: 0.7289, Time consumed:6.05s
Test set: Epoch: 177, Average loss: 0.0137, Accuracy: 0.7294, Time consumed:5.91s
Test set: Epoch: 178, Average loss: 0.0139, Accuracy: 0.7262, Time consumed:5.96s
Test set: Epoch: 179, Average loss: 0.0137, Accuracy: 0.7274, Time consumed:5.99s
Test set: Epoch: 180, Average loss: 0.0139, Accuracy: 0.7226, Time consumed:6.01s
Test set: Epoch: 181, Average loss: 0.0138, Accuracy: 0.7242, Time consumed:5.87s
Test set: Epoch: 182, Average loss: 0.0138, Accuracy: 0.7212, Time consumed:5.94s
Test set: Epoch: 183, Average loss: 0.0139, Accuracy: 0.7234, Time consumed:5.76s
Test set: Epoch: 184, Average loss: 0.0137, Accuracy: 0.7230, Time consumed:6.12s
Test set: Epoch: 185, Average loss: 0.0138, Accuracy: 0.7246, Time consumed:5.93s
Test set: Epoch: 186, Average loss: 0.0138, Accuracy: 0.7254, Time consumed:6.11s
Test set: Epoch: 187, Average loss: 0.0137, Accuracy: 0.7230, Time consumed:12.37s
Test set: Epoch: 188, Average loss: 0.0137, Accuracy: 0.7236, Time consumed:6.06s
Test set: Epoch: 189, Average loss: 0.0139, Accuracy: 0.7258, Time consumed:5.87s
Test set: Epoch: 190, Average loss: 0.0138, Accuracy: 0.7199, Time consumed:6.03s
Test set: Epoch: 191, Average loss: 0.0137, Accuracy: 0.7237, Time consumed:5.71s
Test set: Epoch: 192, Average loss: 0.0139, Accuracy: 0.7244, Time consumed:5.88s
Test set: Epoch: 193, Average loss: 0.0138, Accuracy: 0.7174, Time consumed:5.82s
Test set: Epoch: 194, Average loss: 0.0137, Accuracy: 0.7190, Time consumed:5.84s
Test set: Epoch: 195, Average loss: 0.0138, Accuracy: 0.7214, Time consumed:5.98s
Test set: Epoch: 196, Average loss: 0.0140, Accuracy: 0.7211, Time consumed:5.78s
Test set: Epoch: 197, Average loss: 0.0139, Accuracy: 0.7191, Time consumed:5.87s
Test set: Epoch: 198, Average loss: 0.0137, Accuracy: 0.7221, Time consumed:5.93s
Test set: Epoch: 199, Average loss: 0.0137, Accuracy: 0.7216, Time consumed:5.97s
Test set: Epoch: 200, Average loss: 0.0138, Accuracy: 0.7211, Time consumed:5.82s
